ta_id,poa,poi,registration_time,ib_id,region,initial_deposit,swap_free_status,pnl,nb_of_trades,volume,most_traded_symbol
505369,Yes,Yes,"2026-06-02 05:57:00",40403,LATIM,2045.0,Yes,-25534.0,1298,19.4550,XAUUSD
505228,Yes,Yes,"2026-02-26 13:22:00",40405,LATIM,4313.0,Yes,-2466.0,2889,12.5840,XAUUSD
505015,Yes,Yes,"2024-10-10 00:00:00",40404,APAC,4016.0,Yes,-7730.0,3267,77.3000,ETHUSD
505370,Yes,Yes,"2026-06-02 06:32:00",40404,MENA,1521.0,No,-19074.0,2307,135.9750,XAUUSD
505080,Yes,Yes,"2025-09-01 09:25:00",40404,MENA,3967.0,Yes,7401.0,3233,53.7600,ETHUSD
505016,Yes,Yes,NULL,40402,Europe,3907.0,Yes,-7861.0,1888,78.6100,ETHUSD
505371,Yes,Yes,"2026-06-02 06:35:00",40404,MENA,1607.0,Yes,-7164.0,2705,11.6850,XAUUSD
505017,Yes,Yes,"2025-06-06 21:27:00",40405,MENA,477.0,Yes,-3541.0,3672,35.4100,XAUUSD
505229,Yes,Yes,"2026-02-26 17:04:00",40404,APAC,3182.0,Yes,2666.0,3624,57.2220,BTCUSD
505018,Yes,Yes,NULL,40404,MENA,3994.0,Yes,-350.0,1132,3.5000,XAUUSD
505230,Yes,Yes,"2026-03-02 07:31:00",40402,APAC,2498.0,Yes,-7769.0,863,2.5300,BTCUSD
505019,Yes,Yes,NULL,40402,LATIM,783.0,No,2631.0,3685,26.3100,XAUUSD
505020,Yes,Yes,"2025-06-30 00:00:00",40404,APAC,4414.0,Yes,-7123.0,3114,71.2300,BTCUSD
505372,No,No,"2026-06-02 09:55:00",40404,MENA,0.0,Yes,-4972.0,237,12.6150,ETHUSD
505021,Yes,Yes,"2025-06-30 00:00:00",40402,APAC,3063.0,Yes,-7117.0,2673,71.1700,BTCUSD
505022,Yes,Yes,"2025-06-30 00:00:00",40401,LATIM,4413.0,No,-7348.0,3731,73.4800,ETHUSD
505023,Yes,Yes,"2025-06-30 00:00:00",40405,LATIM,4231.0,Yes,-2380.0,1582,23.8000,USOIL
505024,Yes,Yes,"2025-06-30 00:00:00",40402,Europe,1563.0,Yes,-7911.0,2637,79.1100,ETHUSD
505025,Yes,Yes,"2025-06-30 00:00:00",40402,Europe,2067.0,Yes,-2689.0,800,26.8900,USOIL
505231,Yes,Yes,"2026-03-03 16:24:00",40401,APAC,279.0,No,2946.0,2279,61.2370,ETHUSD
505081,Yes,Yes,"2025-09-01 11:43:00",40401,APAC,4295.0,Yes,7113.0,2145,42.2240,BTCUSD
505082,Yes,Yes,"2025-09-01 11:52:00",40402,LATIM,1131.0,Yes,-2507.0,2584,25.2480,USOIL
505026,Yes,Yes,"2025-06-30 00:00:00",40403,APAC,1695.0,No,-4070.0,1770,40.7000,BTCUSD
505232,Yes,Yes,"2026-03-03 17:34:00",40404,APAC,4965.0,Yes,-4207.0,2639,23.2210,BTCUSD
505233,Yes,Yes,"2026-03-09 15:18:00",40401,MENA,863.0,Yes,-2802.0,635,55.2090,ETHUSD
505027,Yes,Yes,"2025-06-30 00:00:00",40403,MENA,4593.0,No,-1603.0,2458,43.3120,XAUUSD
505028,Yes,Yes,"2025-06-30 00:00:00",40403,MENA,4152.0,No,-663.0,1165,57.3680,USOIL
505029,Yes,Yes,"2025-06-30 00:00:00",40403,Europe,1492.0,Yes,-2797.0,3573,34.8480,USOIL
505373,Yes,Yes,"2026-06-02 13:07:00",40404,APAC,1595.0,Yes,23151.0,943,190.5675,XAUUSD
505083,Yes,Yes,"2025-09-01 11:58:00",40402,APAC,4836.0,Yes,-3285.0,3747,17.7120,XAUUSD
505374,Yes,Yes,"2026-06-02 13:08:00",40402,LATIM,2457.0,Yes,-20167.0,77,21.3150,BTCUSD
505084,Yes,Yes,"2025-09-01 19:26:00",40405,APAC,2920.0,Yes,-6372.0,1178,5.8000,XAUUSD
505085,Yes,Yes,"2025-09-01 19:55:00",40402,LATIM,568.0,Yes,-2535.0,2562,23.0640,ETHUSD
505030,Yes,Yes,"2025-06-30 00:00:00",40403,APAC,3611.0,No,-5928.0,3651,42.0320,ETHUSD
505031,Yes,Yes,"2025-06-30 00:00:00",40403,Europe,3137.0,No,5310.0,894,10.8640,ETHUSD
505375,Yes,Yes,"2026-06-02 16:07:00",40401,LATIM,700.0,Yes,-11652.0,339,9.6000,XAUUSD
505032,Yes,Yes,"2025-06-30 00:00:00",40405,LATIM,241.0,No,-1401.0,3097,40.4640,ETHUSD
505376,Yes,Yes,"2026-06-02 19:42:00",40402,MENA,3460.0,Yes,-7449.0,820,169.1850,XAUUSD
505377,Yes,Yes,"2026-06-03 02:40:00",40402,LATIM,3983.0,Yes,2001.0,2576,114.0000,XAUUSD
505033,Yes,Yes,"2025-06-30 00:00:00",40405,Europe,361.0,Yes,668.0,3559,26.4400,BTCUSD
505034,Yes,Yes,NULL,40401,APAC,185.0,Yes,2585.0,2715,42.3600,ETHUSD
505035,Yes,Yes,"2025-07-11 06:20:00",40404,Europe,3988.0,Yes,-4680.0,833,37.4880,XAUUSD
505036,Yes,Yes,NULL,40402,APAC,717.0,Yes,-1590.0,1494,15.9200,USOIL
505037,Yes,Yes,NULL,40403,APAC,4024.0,Yes,-1677.0,3580,37.0640,ETHUSD
505038,Yes,Yes,NULL,40405,Europe,1367.0,Yes,-4029.0,3118,25.9200,ETHUSD
505039,Yes,Yes,NULL,40405,MENA,2711.0,Yes,-548.0,2555,10.9440,ETHUSD
505040,Yes,Yes,"2025-07-15 00:00:00",40402,Europe,3922.0,Yes,-5604.0,3364,60.9680,XAUUSD
505041,Yes,Yes,"2025-07-15 00:00:00",40402,Europe,1876.0,No,-6478.0,613,61.8400,USOIL
505042,Yes,Yes,"2025-07-15 00:00:00",40404,Europe,2603.0,No,-3980.0,1872,62.8880,XAUUSD
505043,Yes,Yes,"2025-07-15 00:00:00",40405,Europe,3454.0,Yes,-2277.0,1796,28.3280,ETHUSD
505044,Yes,Yes,"2025-07-15 00:00:00",40402,MENA,3000.0,Yes,537.0,3646,2.8000,ETHUSD
505045,Yes,Yes,"2025-07-15 00:00:00",40404,APAC,4585.0,No,-6782.0,562,21.0480,XAUUSD
505046,Yes,Yes,"2025-07-15 00:00:00",40404,LATIM,4103.0,Yes,6108.0,3631,56.9840,USOIL
505047,Yes,Yes,"2025-07-15 00:00:00",40401,LATIM,2554.0,No,-1610.0,2915,56.9360,ETHUSD
505048,Yes,Yes,"2025-07-15 00:00:00",40405,APAC,1434.0,Yes,-1804.0,105,58.7840,XAUUSD
505049,Yes,Yes,NULL,40404,MENA,2258.0,Yes,-241.0,927,19.0400,BTCUSD
505050,Yes,Yes,"2025-08-07 15:13:00",40403,LATIM,596.0,Yes,-858.0,3503,63.2880,ETHUSD
505378,Yes,Yes,"2026-06-03 09:43:00",40403,MENA,3669.0,No,-1390.0,2003,162.0525,ETHUSD
505051,Yes,Yes,"2025-08-09 16:22:00",40402,APAC,3775.0,Yes,-4717.0,3817,21.5120,ETHUSD
505052,Yes,Yes,"2025-08-12 05:15:00",40403,MENA,4031.0,Yes,2068.0,495,32.5600,BTCUSD
505379,Yes,Yes,"2026-06-03 10:40:00",40405,MENA,0.0,Yes,-23623.0,2558,81.5700,BTCUSD
505053,Yes,Yes,"2025-08-15 11:29:00",40404,APAC,3069.0,No,-5203.0,2896,12.8240,BTCUSD
505234,Yes,Yes,"2026-03-12 05:41:00",40404,MENA,4292.0,Yes,-3152.0,462,10.5490,ETHUSD
505054,Yes,Yes,"2025-08-19 17:11:00",40402,MENA,4817.0,Yes,-6720.0,1337,5.3040,XAUUSD
505380,Yes,Yes,"2026-06-03 10:40:00",40404,APAC,1525.0,Yes,-18530.0,754,113.9475,XAUUSD
505055,Yes,Yes,"2025-08-20 11:27:00",40405,Europe,3115.0,Yes,5278.0,3697,22.3760,BTCUSD
505381,Yes,Yes,"2026-06-03 10:55:00",40404,MENA,1640.0,No,-23268.0,844,130.4625,BTCUSD
505235,Yes,Yes,"2026-03-12 20:21:00",40404,MENA,785.0,Yes,-3738.0,2700,77.4180,XAUUSD
505056,Yes,Yes,"2025-08-24 21:40:00",40405,LATIM,556.0,Yes,-3156.0,1781,47.4240,USOIL
505057,Yes,Yes,"2025-08-25 22:13:00",40402,Europe,1658.0,Yes,-2214.0,3762,42.4800,BTCUSD
505058,Yes,Yes,"2025-08-27 14:39:00",40405,Europe,2950.0,Yes,725.0,215,11.2080,XAUUSD
505059,Yes,Yes,"2025-08-27 17:55:00",40404,Europe,216.0,No,-2883.0,699,5.3440,XAUUSD
505060,Yes,Yes,"2025-08-28 06:21:00",40401,MENA,631.0,Yes,-2510.0,1120,20.6800,XAUUSD
505236,No,No,"2026-03-13 07:04:00",40404,Europe,0.0,Yes,-5340.0,1724,71.7750,XAUUSD
505061,Yes,Yes,"2025-08-28 07:16:00",40402,Europe,4850.0,Yes,-7955.0,3006,37.4400,USOIL
505237,Yes,Yes,"2026-03-16 11:01:00",40401,MENA,1668.0,No,-7130.0,2548,41.8550,XAUUSD
505382,Yes,Yes,"2026-06-03 11:09:00",40402,APAC,550.0,Yes,-5286.0,1543,175.0950,ETHUSD
505062,Yes,Yes,"2025-08-28 07:21:00",40401,APAC,4959.0,No,-6764.0,1733,12.7200,ETHUSD
505063,Yes,Yes,"2025-08-28 08:46:00",40405,Europe,2114.0,Yes,-202.0,333,13.4160,USOIL
505383,Yes,Yes,"2026-06-03 14:15:00",40403,APAC,3043.0,No,-3958.0,2971,173.9775,XAUUSD
505384,Yes,Yes,"2026-06-03 17:46:00",40404,LATIM,437.0,No,-4387.0,2748,136.7250,ETHUSD
505385,Yes,Yes,"2026-06-04 09:13:00",40403,MENA,3189.0,No,-2467.0,209,184.6575,BTCUSD
505386,Yes,Yes,"2026-06-04 12:21:00",40404,MENA,3419.0,No,-14619.0,1126,183.4275,BTCUSD
505387,Yes,Yes,"2026-06-04 13:40:00",40401,LATIM,664.0,No,-8253.0,3312,45.9900,XAUUSD
505064,Yes,Yes,"2025-08-28 08:48:00",40403,APAC,755.0,Yes,-5604.0,2989,32.2320,ETHUSD
505388,Yes,Yes,"2026-06-04 22:00:00",40403,APAC,1962.0,Yes,-4682.0,2513,114.3300,XAUUSD
505238,Yes,Yes,"2026-03-16 11:15:00",40402,LATIM,1788.0,Yes,-4643.0,2098,48.0260,XAUUSD
505389,Yes,Yes,"2026-06-05 08:00:00",40402,APAC,4829.0,Yes,16011.0,1949,193.4325,XAUUSD
505390,Yes,Yes,"2026-06-05 09:12:00",40403,LATIM,4050.0,Yes,-23006.0,32,175.7250,XAUUSD
505391,Yes,Yes,"2026-06-05 14:38:00",40401,LATIM,1638.0,Yes,-23407.0,741,42.3075,ETHUSD
505239,Yes,Yes,"2026-03-17 03:34:00",40401,LATIM,324.0,Yes,-660.0,1165,49.3790,XAUUSD
505392,Yes,Yes,"2026-06-05 15:14:00",40404,MENA,819.0,Yes,21157.0,1177,125.5500,BTCUSD
505240,Yes,Yes,"2026-03-17 12:14:00",40402,LATIM,656.0,No,-4638.0,1847,65.6810,XAUUSD
505086,Yes,Yes,"2025-09-01 20:26:00",40403,LATIM,1766.0,No,-1460.0,2628,20.0800,USOIL
505241,Yes,Yes,"2026-03-20 18:35:00",40403,Europe,1680.0,Yes,-7110.0,1127,22.8470,ETHUSD
505242,Yes,Yes,"2026-03-20 18:52:00",40403,Europe,4704.0,Yes,-596.0,2885,1.5180,XAUUSD
505393,Yes,Yes,"2026-06-05 20:59:00",40405,LATIM,3030.0,Yes,-14558.0,64,118.1775,ETHUSD
505087,Yes,Yes,"2025-09-01 21:23:00",40401,MENA,1473.0,Yes,-1227.0,2714,63.6400,USOIL
505394,Yes,Yes,"2026-06-06 06:43:00",40401,LATIM,4525.0,Yes,-8814.0,985,14.8875,XAUUSD
505395,Yes,Yes,"2026-06-07 13:15:00",40402,APAC,1714.0,Yes,-322.0,3302,191.5050,BTCUSD
505396,Yes,Yes,"2026-06-07 18:17:00",40403,APAC,1635.0,No,-17898.0,2008,143.0550,XAUUSD
505088,Yes,Yes,"2025-09-01 21:24:00",40402,MENA,2937.0,Yes,-2443.0,2207,54.1120,BTCUSD
505065,Yes,Yes,"2025-08-28 08:52:00",40402,Europe,2692.0,Yes,661.0,3745,4.3840,XAUUSD
505089,Yes,Yes,"2025-09-01 23:36:00",40404,Europe,4771.0,Yes,-3541.0,1273,1.6160,USDJPY
505066,Yes,Yes,"2025-08-28 09:03:00",40405,APAC,4622.0,No,-4572.0,2199,44.8320,BTCUSD
505397,Yes,Yes,"2026-06-07 21:14:00",40405,MENA,3597.0,Yes,-8118.0,3119,53.7300,ETHUSD
505067,Yes,Yes,"2025-08-28 09:13:00",40405,LATIM,953.0,No,-2529.0,2364,51.8240,USOIL
505398,Yes,Yes,"2026-06-07 22:09:00",40405,MENA,542.0,Yes,-15666.0,2186,37.2900,ETHUSD
505068,Yes,Yes,"2025-08-28 09:16:00",40405,LATIM,193.0,Yes,-3896.0,3206,31.8400,XAUUSD
505069,Yes,Yes,"2025-08-28 09:17:00",40405,LATIM,4274.0,Yes,7417.0,2695,18.2160,BTCUSD
505399,Yes,Yes,"2026-06-08 09:19:00",40403,MENA,953.0,Yes,15065.0,975,173.6325,BTCUSD
505400,Yes,Yes,"2026-06-08 11:04:00",40402,MENA,3439.0,No,-4977.0,2072,151.2525,XAUUSD
505243,Yes,Yes,"2026-03-23 12:22:00",40405,LATIM,4240.0,No,-6317.0,486,54.2300,XAUUSD
505070,Yes,Yes,"2025-08-28 09:25:00",40405,Europe,3064.0,No,-1510.0,1711,4.2960,XAUUSD
505090,Yes,Yes,"2025-09-02 00:04:00",40401,LATIM,988.0,No,-5444.0,3168,44.8320,BTCUSD
505401,Yes,Yes,"2026-06-08 12:26:00",40402,LATIM,2778.0,Yes,-15836.0,2755,87.3900,BTCUSD
505071,Yes,Yes,"2025-08-28 09:28:00",40401,LATIM,358.0,Yes,-4906.0,1572,54.2560,XAUUSD
505402,Yes,Yes,"2026-06-08 18:56:00",40403,APAC,4214.0,Yes,-24711.0,2860,55.8675,ETHUSD
505072,Yes,Yes,"2025-08-28 09:33:00",40404,APAC,2267.0,Yes,-2244.0,896,48.8640,XAUUSD
505403,Yes,Yes,"2026-06-09 12:58:00",40404,APAC,446.0,Yes,25796.0,976,15.0075,XAUUSD
505073,Yes,Yes,"2025-08-28 09:34:00",40404,APAC,2788.0,Yes,-4855.0,405,12.8800,XAUUSD
505091,Yes,Yes,"2025-09-02 02:23:00",40403,LATIM,1637.0,Yes,-7647.0,2906,5.2880,XAUUSD
505404,Yes,Yes,"2026-06-10 06:59:00",40404,LATIM,3197.0,No,-14039.0,3392,10.4250,XAUUSD
505074,Yes,Yes,"2025-08-28 11:00:00",40405,Europe,4743.0,Yes,-4179.0,3467,14.4320,XAUUSD
505244,Yes,Yes,"2026-03-24 15:22:00",40403,LATIM,2437.0,Yes,-4636.0,3126,76.1860,ETHUSD
505092,Yes,Yes,"2025-09-02 02:23:00",40403,APAC,3512.0,Yes,-6764.0,231,36.5760,ETHUSD
505075,Yes,Yes,"2025-08-28 12:01:00",40402,MENA,2457.0,Yes,-6519.0,535,1.9280,BTCUSD
505245,Yes,Yes,"2026-03-25 15:24:00",40405,LATIM,651.0,No,-2291.0,1979,13.7500,BTCUSD
505093,Yes,Yes,"2025-09-02 02:24:00",40402,MENA,3114.0,Yes,-7956.0,1381,20.2320,BTCUSD
505405,Yes,Yes,"2026-06-10 08:31:00",40401,LATIM,3622.0,Yes,-10249.0,1017,177.1725,XAUUSD
505246,Yes,Yes,NULL,40403,Europe,1784.0,Yes,-2583.0,102,86.7790,ETHUSD
505247,Yes,Yes,NULL,40402,Europe,4486.0,Yes,4994.0,3443,85.3600,BTCUSD
505094,Yes,Yes,"2025-09-02 02:25:00",40403,MENA,78.0,No,-5933.0,3564,31.1680,ETHUSD
505095,Yes,Yes,"2025-09-02 02:28:00",40403,APAC,1121.0,No,-784.0,1411,59.3360,USOIL
505406,Yes,Yes,"2026-06-10 08:33:00",40402,APAC,1057.0,Yes,-3931.0,1180,138.9750,BTCUSD
505248,Yes,Yes,"2026-03-30 00:00:00",40401,Europe,785.0,Yes,-1190.0,3019,68.9590,XAUUSD
505407,Yes,Yes,"2026-06-10 09:32:00",40404,LATIM,3548.0,Yes,-10527.0,1001,174.5100,XAUUSD
505408,Yes,Yes,"2026-06-10 13:20:00",40401,MENA,1084.0,Yes,-9071.0,2678,39.6450,ETHUSD
505409,Yes,Yes,"2026-06-10 15:32:00",40404,MENA,4565.0,Yes,-1774.0,1803,29.6850,ETHUSD
505249,Yes,Yes,"2026-03-30 00:00:00",40405,APAC,4383.0,Yes,-2891.0,3167,3.7730,BTCUSD
505410,Yes,Yes,"2026-06-11 05:46:00",40402,MENA,1863.0,Yes,-18071.0,2429,32.9025,XAUUSD
505250,Yes,Yes,"2026-03-30 00:00:00",40402,Europe,3643.0,Yes,17202.0,637,40.3370,ETHUSD
505251,Yes,Yes,"2026-03-30 00:00:00",40402,LATIM,297.0,Yes,-9765.0,721,54.3675,BTCUSD
505514,Yes,Yes,"2026-06-24 13:05:00",40402,MENA,3351.0,Yes,-5233.0,1817,5.3592,ETHUSD
505515,Yes,Yes,"2026-06-24 16:36:00",40402,LATIM,3473.0,Yes,-5114.0,1704,10.7632,ETHUSD
505096,Yes,Yes,"2025-09-02 02:28:00",40402,LATIM,1888.0,Yes,785.0,2876,12.0800,USOIL
505516,Yes,Yes,"2026-06-24 16:54:00",40404,APAC,2059.0,Yes,-694.0,1390,104.3952,XAUUSD
505517,Yes,Yes,"2026-06-25 03:19:00",40405,MENA,4325.0,Yes,-457.0,4064,89.9528,XAUUSD
505518,Yes,Yes,"2026-06-25 04:22:00",40402,APAC,648.0,Yes,-12254.0,2850,80.5448,BTCUSD
505411,Yes,Yes,"2026-06-11 12:05:00",40402,APAC,1482.0,No,-7459.0,1464,18.5025,ETHUSD
505519,Yes,Yes,"2026-06-25 06:13:00",40405,MENA,1977.0,Yes,-7721.0,3258,101.1360,ETHUSD
505097,Yes,Yes,"2025-09-02 07:13:00",40402,LATIM,1157.0,No,-3106.0,2490,39.2480,XAUUSD
505520,Yes,Yes,"2026-06-25 06:47:00",40404,LATIM,3359.0,No,11940.0,850,40.8128,XAUUSD
505252,Yes,Yes,"2026-03-30 00:00:00",40402,MENA,1540.0,No,512.0,2383,21.0525,XAUUSD
505098,Yes,Yes,"2025-09-02 07:17:00",40405,Europe,262.0,Yes,-5445.0,2487,17.9520,BTCUSD
505521,Yes,Yes,"2026-06-25 09:22:00",40402,MENA,1157.0,Yes,-8212.0,3113,10.3656,BTCUSD
505253,Yes,Yes,"2026-03-30 00:00:00",40401,MENA,3533.0,No,-4767.0,3552,34.4325,XAUUSD
505412,Yes,Yes,"2026-06-11 15:58:00",40402,APAC,86.0,No,-16004.0,2866,109.6425,XAUUSD
505099,Yes,Yes,"2025-09-02 07:20:00",40405,LATIM,4550.0,Yes,-1535.0,3580,38.8400,XAUUSD
505522,Yes,Yes,"2026-06-25 11:02:00",40402,LATIM,4822.0,No,-13840.0,1311,43.8424,XAUUSD
505413,Yes,Yes,"2026-06-12 05:49:00",40404,MENA,4683.0,Yes,-21087.0,1817,61.8975,XAUUSD
505100,Yes,Yes,"2025-09-02 09:29:00",40402,APAC,1153.0,Yes,-4480.0,133,33.4320,BTCUSD
505523,Yes,Yes,"2026-06-25 14:55:00",40401,LATIM,713.0,Yes,-14486.0,4333,101.6736,ETHUSD
505414,Yes,Yes,"2026-06-12 11:25:00",40401,LATIM,4164.0,No,-6336.0,2501,35.1150,XAUUSD
505254,Yes,Yes,"2026-03-30 00:00:00",40401,LATIM,4360.0,No,-23999.0,1996,18.4950,XAUUSD
505524,Yes,Yes,"2026-06-25 15:49:00",40404,APAC,4882.0,Yes,-16903.0,4197,104.3616,XAUUSD
505415,Yes,Yes,"2026-06-12 18:07:00",40405,APAC,4067.0,Yes,-15880.0,1791,120.0825,ETHUSD
505525,Yes,Yes,"2026-06-25 16:34:00",40401,MENA,1009.0,No,-2538.0,803,84.1120,ETHUSD
505101,Yes,Yes,"2025-09-02 10:05:00",40403,APAC,197.0,Yes,-28.0,820,52.1520,XAUUSD
505526,Yes,Yes,"2026-06-25 21:31:00",40404,APAC,4072.0,Yes,-15166.0,39,74.9448,ETHUSD
505255,Yes,Yes,"2026-03-30 00:00:00",40402,APAC,2365.0,Yes,-4130.0,731,19.9950,ETHUSD
505527,Yes,Yes,"2026-06-26 05:22:00",40402,MENA,2365.0,No,-6477.0,3583,58.2960,BTCUSD
505416,Yes,Yes,"2026-06-13 06:40:00",40402,MENA,3870.0,No,-11290.0,2599,172.5450,XAUUSD
505256,Yes,Yes,"2026-03-30 00:00:00",40405,LATIM,3073.0,No,-9403.0,2142,58.2675,BTCUSD
505528,Yes,Yes,"2026-06-26 05:23:00",40405,LATIM,3608.0,Yes,-1856.0,2098,53.6816,XAUUSD
505102,Yes,Yes,"2025-09-02 11:36:00",40402,APAC,4449.0,Yes,-5900.0,2017,4.1760,USOIL
505417,Yes,Yes,"2026-06-13 11:15:00",40405,APAC,501.0,Yes,-10818.0,2492,175.5525,XAUUSD
505257,Yes,Yes,"2026-03-30 00:00:00",40405,LATIM,3492.0,Yes,8887.0,2203,22.0950,XAUUSD
505529,Yes,Yes,"2026-06-26 05:51:00",40404,APAC,1966.0,Yes,10799.0,183,104.1320,BTCUSD
505103,Yes,Yes,"2025-09-02 12:04:00",40403,LATIM,3733.0,No,-4915.0,1036,60.9280,BTCUSD
505418,Yes,Yes,"2026-06-13 17:05:00",40404,APAC,828.0,Yes,-22152.0,3089,158.6775,XAUUSD
505530,Yes,Yes,"2026-06-26 07:55:00",40405,APAC,3624.0,Yes,-1601.0,33,39.2616,BTCUSD
505104,Yes,Yes,"2025-09-02 12:25:00",40403,LATIM,3661.0,Yes,-5102.0,752,15.3520,ETHUSD
505531,Yes,Yes,"2026-06-26 08:06:00",40405,APAC,3532.0,No,-14364.0,497,96.3872,ETHUSD
505532,Yes,Yes,"2026-06-26 09:08:00",40403,LATIM,912.0,Yes,-4107.0,423,53.7712,XAUUSD
505419,Yes,Yes,"2026-06-13 18:06:00",40401,LATIM,3795.0,Yes,-7936.0,3016,109.1850,BTCUSD
505420,Yes,Yes,"2026-06-14 15:15:00",40405,LATIM,206.0,Yes,-9815.0,3475,66.1050,BTCUSD
505421,Yes,Yes,"2026-06-14 16:50:00",40403,LATIM,1273.0,Yes,-8809.0,1641,2.4150,XAUUSD
505105,Yes,Yes,"2025-09-02 12:26:00",40402,APAC,2104.0,Yes,-3891.0,1522,13.3040,BTCUSD
505258,Yes,Yes,"2026-03-30 00:00:00",40402,MENA,890.0,No,-24438.0,134,31.5525,XAUUSD
505422,Yes,Yes,"2026-06-14 17:06:00",40401,MENA,4021.0,No,-6525.0,650,134.2350,ETHUSD
505106,Yes,Yes,"2025-09-02 17:54:00",40403,LATIM,140.0,Yes,-1445.0,497,59.2080,XAUUSD
505533,Yes,Yes,"2026-06-26 15:42:00",40404,APAC,1689.0,No,-17527.0,1374,26.8464,XAUUSD
505259,Yes,Yes,"2026-03-30 00:00:00",40404,MENA,431.0,No,-19994.0,203,21.0150,ETHUSD
505423,No,No,"2026-06-14 21:27:00",40404,APAC,0.0,Yes,-9605.0,2140,60.8850,BTCUSD
505534,No,No,"2026-06-26 16:42:00",40405,MENA,0.0,No,-9401.0,3293,8.2264,XAUUSD
505424,Yes,Yes,"2026-06-15 15:07:00",40404,APAC,2227.0,Yes,-960.0,783,117.4950,BTCUSD
505535,Yes,Yes,"2026-06-27 06:22:00",40403,MENA,4494.0,Yes,-9731.0,4445,14.2352,ETHUSD
505107,Yes,Yes,"2025-09-02 19:27:00",40403,LATIM,4200.0,Yes,-5232.0,2543,56.9040,USOIL
505260,Yes,Yes,"2026-03-30 00:00:00",40401,APAC,3248.0,Yes,-16556.0,996,23.6400,ETHUSD
505536,Yes,Yes,"2026-06-27 07:41:00",40402,LATIM,882.0,Yes,3186.0,3164,50.7920,XAUUSD
505537,Yes,Yes,"2026-06-27 08:11:00",40403,MENA,495.0,Yes,-1481.0,2209,23.6264,XAUUSD
505425,Yes,Yes,"2026-06-15 22:37:00",40402,APAC,2792.0,Yes,-25747.0,2308,112.9875,ETHUSD
505538,Yes,Yes,"2026-06-27 09:32:00",40401,MENA,4918.0,No,5865.0,3902,2.0888,XAUUSD
505108,Yes,Yes,"2025-09-02 22:55:00",40405,MENA,3470.0,Yes,-7377.0,188,20.0560,XAUUSD
505426,Yes,Yes,"2026-06-15 23:54:00",40405,APAC,3333.0,Yes,-10600.0,1483,37.3275,ETHUSD
505539,Yes,Yes,"2026-06-27 09:42:00",40401,APAC,51.0,No,-14704.0,128,63.5152,ETHUSD
