ta_id,poa,poi,registration_time,ib_id,region,initial_deposit,swap_free_status,pnl,nb_of_trades,volume,most_traded_symbol
505078,Yes,Yes,2025.09.01 07:17,40403,APAC,1584,Yes,-1919,723,16.544,USOIL
505079,Yes,Yes,2025.09.01 07:19,40402,Europe,2560,No,1663,1093,41.624,XAUUSD
505080,Yes,Yes,2025.09.01 09:25,40404,MENA,3967,Yes,7401,3233,53.76,ETHUSD
505081,Yes,Yes,2025.09.01 11:43,40401,APAC,4295,Yes,7113,2145,42.224,BTCUSD
505082,Yes,Yes,2025.09.01 11:52,40402,LATIM,1131,Yes,-2507,2584,25.248,USOIL
505083,Yes,Yes,2025.09.01 11:58,40402,APAC,4836,Yes,-3285,3747,17.712,XAUUSD
505084,Yes,Yes,2025.09.01 19:26,40405,APAC,2920,Yes,-6372,1178,5.8,XAUUSD
505085,Yes,Yes,2025.09.01 19:55,40402,LATIM,568,Yes,-2535,2562,23.064,ETHUSD
505086,Yes,Yes,2025.09.01 20:26,40403,LATIM,1766,No,-1460,2628,20.08,USOIL
505087,Yes,Yes,2025.09.01 21:23,40401,MENA,1473,Yes,-1227,2714,63.64,USOIL
505088,Yes,Yes,2025.09.01 21:24,40402,MENA,2937,Yes,-2443,2207,54.112,BTCUSD
505089,Yes,Yes,2025.09.01 23:36,40404,Europe,4771,Yes,-3541,1273,1.616,USDJPY
505090,Yes,Yes,2025.09.02 00:04,40401,LATIM,988,No,-5444,3168,44.832,BTCUSD
505091,Yes,Yes,2025.09.02 02:23,40403,LATIM,1637,Yes,-7647,2906,5.288,XAUUSD
505092,Yes,Yes,2025.09.02 02:23,40403,APAC,3512,Yes,-6764,231,36.576,ETHUSD
505093,Yes,Yes,2025.09.02 02:24,40402,MENA,3114,Yes,-7956,1381,20.232,BTCUSD
505094,Yes,Yes,2025.09.02 02:25,40403,MENA,78,No,-5933,3564,31.168,ETHUSD
505095,Yes,Yes,2025.09.02 02:28,40403,APAC,1121,No,-784,1411,59.336,USOIL
505096,Yes,Yes,2025.09.02 02:28,40402,LATIM,1888,Yes,785,2876,12.08,USOIL
505097,Yes,Yes,2025.09.02 07:13,40402,LATIM,1157,No,-3106,2490,39.248,XAUUSD
505098,Yes,Yes,2025.09.02 07:17,40405,Europe,262,Yes,-5445,2487,17.952,BTCUSD
505099,Yes,Yes,2025.09.02 07:20,40405,LATIM,4550,Yes,-1535,3580,38.84,XAUUSD
505100,Yes,Yes,2025.09.02 09:29,40402,APAC,1153,Yes,-4480,133,33.432,BTCUSD
505101,Yes,Yes,2025.09.02 10:05,40403,APAC,197,Yes,-28,820,52.152,XAUUSD
505102,Yes,Yes,2025.09.02 11:36,40402,APAC,4449,Yes,-5900,2017,4.176,USOIL
505103,Yes,Yes,2025.09.02 12:04,40403,LATIM,3733,No,-4915,1036,60.928,BTCUSD
505104,Yes,Yes,2025.09.02 12:25,40403,LATIM,3661,Yes,-5102,752,15.352,ETHUSD
505105,Yes,Yes,2025.09.02 12:26,40402,APAC,2104,Yes,-3891,1522,13.304,BTCUSD
505106,Yes,Yes,2025.09.02 17:54,40403,LATIM,140,Yes,-1445,497,59.208,XAUUSD
505107,Yes,Yes,2025.09.02 19:27,40403,LATIM,4200,Yes,-5232,2543,56.904,USOIL
505108,Yes,Yes,2025.09.02 22:55,40405,MENA,3470,Yes,-7377,188,20.056,XAUUSD
505109,Yes,Yes,2025.09.03 20:52,40402,LATIM,1359,Yes,-1925,858,26.28,XAUUSD
505110,Yes,Yes,2025.09.03 21:34,40401,MENA,3977,Yes,-7729,1375,50.976,USOIL
505111,Yes,Yes,2025.09.04 13:28,40405,APAC,4682,No,5371,2030,20.28,USOIL
505112,Yes,Yes,2025.09.04 13:30,40405,MENA,3522,Yes,-4464,3235,11.68,XAUUSD
505113,Yes,Yes,2025.09.04 13:37,40403,APAC,4023,Yes,-5000,3191,9.816,XAUUSD
505114,Yes,Yes,2025.09.05 06:26,40404,MENA,1986,No,6366,3623,19.544,USOIL
505115,Yes,Yes,2025.09.05 06:30,40403,APAC,420,No,-318,1919,28.328,USOIL
505116,Yes,Yes,2025.09.05 06:32,40401,LATIM,3959,Yes,-3464,1044,43.552,BTCUSD
505117,Yes,Yes,2025.09.05 09:03,40402,LATIM,3472,No,-1898,810,61.176,XAUUSD
505118,Yes,Yes,2025.09.06 05:12,40402,MENA,880,No,-7264,3087,54.112,XAUUSD
505119,Yes,Yes,2025.09.06 12:22,40401,LATIM,4955,Yes,-5652,2998,87.516,USOIL
505120,Yes,Yes,2025.09.06 12:24,40402,MENA,4142,No,1535,3128,65.263,ETHUSD
505121,No,No,2025.09.06 12:25,40405,Europe,0,Yes,5386,2690,8.624,ETHUSD
505122,Yes,Yes,2025.09.06 12:36,40402,LATIM,106,Yes,-3217,382,8.635,XAUUSD
505123,Yes,Yes,2025.09.06 12:38,40405,MENA,1814,No,-7035,603,34.166,XAUUSD
505124,Yes,Yes,2025.09.06 12:53,40404,MENA,4247,Yes,-3485,210,59.895,USOIL
505125,Yes,Yes,2025.09.06 13:12,40403,Europe,3903,No,3987,975,16.885,BTCUSD
505126,Yes,Yes,2025.09.06 13:15,40405,APAC,3119,Yes,-5219,2718,49.28,USOIL
505127,Yes,Yes,2025.09.06 13:18,40404,LATIM,3263,Yes,-1600,2344,0.308,XAUUSD
505128,Yes,Yes,2025.09.06 13:21,40403,APAC,408,Yes,-2241,2461,64.9,ETHUSD
505129,Yes,Yes,2025.09.08 13:45,40405,MENA,3810,Yes,4494,2156,54.065,BTCUSD
505130,Yes,Yes,2025.09.09 12:43,40404,LATIM,2323,No,-852,3034,56.122,ETHUSD
505131,Yes,Yes,2025.09.09 12:45,40403,LATIM,3167,Yes,-2970,2976,42.801,BTCUSD
505132,Yes,Yes,2025.09.09 12:56,40404,MENA,4172,No,-4979,1715,15.895,USDJPY
505133,Yes,Yes,2025.09.09 12:58,40404,Europe,3152,Yes,-6985,979,57.552,BTCUSD
505134,Yes,Yes,2025.09.09 13:01,40405,Europe,3053,Yes,-2139,3435,81.147,XAUUSD
505135,Yes,Yes,2025.09.09 13:03,40401,LATIM,3303,Yes,-483,3344,21.175,XAUUSD
505136,Yes,Yes,2025.09.09 13:06,40401,MENA,274,Yes,-7274,2212,85.019,USOIL
505137,Yes,Yes,2025.09.09 13:08,40404,LATIM,442,Yes,-6464,877,59.081,XAUUSD
505138,Yes,Yes,2025.09.09 14:26,40401,LATIM,4491,Yes,-2303,758,49.104,ETHUSD
505139,Yes,Yes,2025.09.10 13:31,40405,APAC,1416,Yes,-6725,2420,55,BTCUSD
505140,Yes,Yes,2025.09.10 16:16,40404,Europe,4381,Yes,-981,2200,70.026,ETHUSD
505141,Yes,Yes,2025.09.10 20:11,40404,Europe,2498,No,667,3019,3.498,BTCUSD
505142,Yes,Yes,2025.09.11 07:25,40404,MENA,969,No,-4086,1503,38.104,ETHUSD
505143,Yes,Yes,2025.09.11 12:02,40403,MENA,3052,No,-755,767,20.878,ETHUSD
505144,Yes,Yes,2025.09.12 15:35,40403,MENA,218,No,-4615,1165,79.904,ETHUSD
505145,Yes,Yes,2025.09.14 06:03,40405,APAC,1915,No,-3130,676,62.172,XAUUSD
505146,Yes,Yes,2025.09.14 06:04,40401,MENA,1682,Yes,-6175,2041,16.885,BTCUSD
505147,Yes,Yes,2025.09.14 06:06,40404,APAC,3432,Yes,-718,1502,59.246,XAUUSD
505148,Yes,Yes,2025.09.14 06:09,40402,LATIM,429,Yes,-2940,3603,35.387,BTCUSD
505149,Yes,Yes,2025.09.20 16:32,40401,APAC,571,Yes,-4444,2793,77.385,BTCUSD
505150,Yes,Yes,2025.09.23 15:09,40405,MENA,768,No,-6185,2841,38.335,XAUUSD
505151,Yes,Yes,2025.10.02 07:53,40405,APAC,1781,No,-4116,216,43.857,XAUUSD
505152,Yes,Yes,2025.10.03 09:55,40402,LATIM,1066,No,-1182,2860,57.409,XAUUSD
505153,Yes,Yes,2025.10.04 16:06,40403,LATIM,3074,No,-1922,2441,17.6,XAUUSD
505154,Yes,Yes,2025.10.06 15:44,40404,APAC,3175,No,-2244,208,24.651,USOIL
505155,Yes,Yes,2025.10.10 07:25,40405,APAC,4729,No,-7679,755,49.434,ETHUSD
505156,Yes,Yes,2025.10.10 07:47,40405,APAC,2012,Yes,-1739,2329,9.372,ETHUSD
505157,Yes,Yes,2025.10.12 10:32,40401,APAC,4148,Yes,-1490,2071,32.67,ETHUSD
505158,Yes,Yes,2025.10.13 12:27,40401,Europe,1240,No,-2891,1937,54.769,BTCUSD
505159,Yes,Yes,2025.10.14 17:32,40404,MENA,4840,Yes,-2957,2533,76.835,XAUUSD
505160,Yes,Yes,2025.10.16 16:42,40405,MENA,1955,Yes,-841,2080,23.529,XAUUSD
505161,Yes,Yes,2025.10.16 17:21,40402,LATIM,4626,Yes,-4489,423,5.313,XAUUSD
505162,Yes,Yes,2025.10.17 09:07,40403,Europe,3493,No,-4795,468,80.014,ETHUSD
505163,Yes,Yes,2025.10.18 14:39,40405,Europe,659,Yes,-1361,1962,71.104,XAUUSD
505164,Yes,Yes,2025.10.19 21:38,40405,Europe,1978,Yes,-483,933,25.333,XAUUSD
505165,Yes,Yes,2025.10.20 20:29,40405,LATIM,4653,Yes,-354,387,73.975,ETHUSD
505166,Yes,Yes,2025.10.21 10:49,40404,MENA,4152,No,-730,3318,10.791,ETHUSD
505167,Yes,Yes,2025.10.21 11:56,40401,LATIM,2258,Yes,-6626,216,7.337,BTCUSD
505168,Yes,Yes,2025.10.21 14:34,40404,Europe,2576,No,-7230,1588,44.946,ETHUSD
505169,Yes,Yes,2025.10.21 18:45,40402,Europe,231,Yes,-6305,1317,8.305,XAUUSD
505170,Yes,Yes,2025.10.22 07:57,40401,LATIM,2414,Yes,-1571,1702,50.765,ETHUSD
505171,Yes,Yes,2025.10.22 10:23,40403,Europe,2332,Yes,-5564,2640,34.43,ETHUSD
505172,Yes,Yes,2025.10.22 14:51,40402,Europe,961,Yes,-4968,671,67.925,BTCUSD
505173,Yes,Yes,2025.10.23 11:28,40402,LATIM,608,Yes,-2735,2967,7.898,BTCUSD
505174,Yes,Yes,2025.10.24 08:47,40404,APAC,3611,Yes,-781,1233,32.34,BTCUSD
505175,Yes,Yes,2025.10.24 17:26,40403,MENA,1124,Yes,-6516,448,48.884,XAUUSD
505176,Yes,Yes,2025.10.26 12:57,40405,APAC,377,Yes,-7104,758,68.035,BTCUSD
505177,Yes,Yes,2025.10.26 19:06,40405,MENA,851,No,-4947,2060,45.276,BTCUSD
505178,Yes,Yes,2025.10.27 11:47,40403,Europe,825,No,-3998,2393,13.002,BTCUSD
505179,Yes,Yes,2025.11.03 04:29,40403,LATIM,2710,Yes,-5099,1128,21.142,ETHUSD
505180,Yes,Yes,2025.11.03 05:28,40405,Europe,2560,Yes,-3418,370,24.684,ETHUSD
505181,Yes,Yes,2025.11.04 08:48,40401,LATIM,3112,Yes,-1605,1490,84.469,XAUUSD
505182,Yes,Yes,2025.11.06 20:25,40405,Europe,3472,Yes,-7831,511,19.129,BTCUSD
505183,Yes,Yes,2025.11.12 06:12,40401,MENA,1177,Yes,-5621,2825,16.39,BTCUSD
505184,Yes,Yes,2025.11.12 16:50,40404,APAC,579,Yes,-2454,2946,31.801,XAUUSD
505185,Yes,Yes,2025.11.12 20:43,40401,Europe,1068,Yes,1342,316,32.527,XAUUSD
505186,Yes,Yes,2025.11.13 17:32,40404,MENA,4746,Yes,-7964,1736,9.251,BTCUSD
505187,Yes,Yes,2025.11.16 12:23,40405,Europe,2923,Yes,-7944,2294,49.379,ETHUSD
505188,Yes,Yes,2025.11.17 14:09,40402,Europe,144,No,-7979,1510,52.745,ETHUSD
505189,Yes,Yes,2025.11.18 09:06,40403,APAC,4020,Yes,-2849,350,14.971,BTCUSD
505190,Yes,Yes,2025.12.08 07:34,40401,LATIM,1916,No,-3837,832,5.313,XAUUSD
505191,Yes,Yes,2025.12.12 16:51,40402,Europe,2977,No,-7324,3083,3.894,BTCUSD
505192,Yes,Yes,2025.12.14 20:33,40401,Europe,4153,Yes,-7244,2086,8.03,ETHUSD
505193,Yes,Yes,2025.12.14 20:59,40404,APAC,316,No,-2612,3331,72.886,XAUUSD
505194,Yes,Yes,2025.12.15 21:37,40401,LATIM,1014,Yes,-7725,2824,79.53,BTCUSD
505195,Yes,Yes,2025.12.20 17:30,40405,MENA,4230,Yes,-7966,1487,69.355,BTCUSD
505196,Yes,Yes,2025.12.22 06:24,40404,Europe,2595,Yes,-2318,1213,17.281,ETHUSD
505197,Yes,Yes,2025.12.25 17:04,40402,MENA,3378,Yes,1404,2600,61.204,ETHUSD
505198,Yes,Yes,2025.12.29 08:29,40405,LATIM,1575,Yes,-2730,762,54.648,XAUUSD
505199,Yes,Yes,2025.12.29 13:40,40401,Europe,2490,No,-3119,533,30.085,ETHUSD
505200,Yes,Yes,2025.12.29 19:17,40405,Europe,3445,Yes,-6941,3399,8.591,XAUUSD
505201,Yes,Yes,2025.12.30 11:55,40405,MENA,2681,No,1987,3279,71.676,XAUUSD
505202,Yes,Yes,2025.12.31 12:46,40403,Europe,4708,Yes,-1144,1290,78.144,BTCUSD
505203,Yes,Yes,2025.12.31 18:54,40402,Europe,1268,Yes,5202,733,54.417,ETHUSD
505204,Yes,Yes,2026.01.06 09:34,40402,APAC,659,Yes,-230,2089,43.978,BTCUSD
505205,Yes,Yes,2026.01.07 07:26,40405,LATIM,3263,No,-5567,3614,56.089,BTCUSD
505206,Yes,Yes,2026.01.07 14:42,40404,Europe,3002,Yes,-2111,2672,37.598,BTCUSD
505207,Yes,Yes,2026.01.09 09:46,40405,LATIM,748,No,-5019,2839,17.655,BTCUSD
505208,Yes,Yes,2026.01.28 19:47,40405,LATIM,4461,No,-959,1622,86.141,XAUUSD
505209,Yes,Yes,2026.01.29 12:32,40404,Europe,357,Yes,-7038,669,61.831,ETHUSD
505210,Yes,Yes,2026.01.30 08:14,40402,LATIM,2877,Yes,-6525,106,26.994,BTCUSD
505211,Yes,Yes,2026.02.01 10:50,40404,MENA,2312,Yes,-3805,341,14.762,ETHUSD
505212,Yes,Yes,2026.02.04 13:13,40404,LATIM,3438,No,4366,2851,87.604,BTCUSD
505213,Yes,Yes,2026.02.04 18:23,40401,APAC,868,Yes,-4489,3210,87.384,BTCUSD
505214,Yes,Yes,2026.02.05 12:32,40402,APAC,-943,Yes,-5971,651,87.769,ETHUSD
505215,Yes,Yes,2026.02.05 17:41,40401,Europe,4605,Yes,-2077,3345,31.339,BTCUSD
505216,Yes,Yes,2026.02.06 09:21,40401,MENA,1385,No,-138,1039,42.207,XAUUSD
505217,Yes,Yes,2026.02.06 19:43,40401,MENA,1446,Yes,-4930,707,80.564,BTCUSD
505218,Yes,Yes,2026.02.10 08:39,40404,Europe,4781,No,-6926,611,79.684,ETHUSD
505219,Yes,Yes,2026.02.10 08:54,40401,LATIM,2181,Yes,-1250,2945,28.732,ETHUSD
505220,Yes,Yes,2026.02.11 05:57,40402,MENA,1519,Yes,7889,1951,84.975,BTCUSD
505221,Yes,Yes,2026.02.11 09:31,40405,LATIM,2823,Yes,-7760,175,87.626,XAUUSD
505222,Yes,Yes,2026.02.15 03:52,40404,MENA,3665,No,-6269,2695,25.498,XAUUSD
505223,Yes,Yes,2026.02.19 02:59,40402,LATIM,3558,No,-343,162,15.444,BTCUSD
505224,Yes,Yes,2026.02.19 07:40,40403,MENA,3089,Yes,-3667,503,30.03,ETHUSD
505225,Yes,Yes,2026.02.19 11:18,40401,APAC,4255,No,-7249,1875,34.309,BTCUSD
505226,Yes,Yes,2026.02.24 10:53,40403,APAC,3848,Yes,-2807,999,76.351,BTCUSD
505227,Yes,Yes,2026.02.25 06:19,40403,Europe,3883,Yes,-4591,1432,21.857,XAUUSD
505228,Yes,Yes,2026.02.26 13:22,40405,LATIM,4313,Yes,-2466,2889,12.584,XAUUSD
505229,Yes,Yes,2026.02.26 17:04,40404,APAC,3182,Yes,2666,3624,57.222,BTCUSD
505230,Yes,Yes,2026.03.02 07:31,40402,APAC,2498,Yes,-7769,863,2.53,BTCUSD
505231,Yes,Yes,2026.03.03 16:24,40401,APAC,279,No,2946,2279,61.237,ETHUSD
505232,Yes,Yes,2026.03.03 17:34,40404,APAC,4965,Yes,-4207,2639,23.221,BTCUSD
505233,Yes,Yes,2026.03.09 15:18,40401,MENA,863,Yes,-2802,635,55.209,ETHUSD
505234,Yes,Yes,2026.03.12 05:41,40404,MENA,4292,Yes,-3152,462,10.549,ETHUSD
505235,Yes,Yes,2026.03.12 20:21,40404,MENA,785,Yes,-3738,2700,77.418,XAUUSD
505236,No,No,2026.03.13 07:04,40404,Europe,0,Yes,-5340,1724,71.775,XAUUSD
505237,Yes,Yes,2026.03.16 11:01,40401,MENA,1668,No,-7130,2548,41.855,XAUUSD
505238,Yes,Yes,2026.03.16 11:15,40402,LATIM,1788,Yes,-4643,2098,48.026,XAUUSD
505238,Yes,Yes,2026.03.16 11:15,40402,LATIM,1788,Yes,-4643,2098,48.026,XAUUSD
505239,Yes,Yes,2026.03.17 03:34,40401,LATIM,324,Yes,-660,1165,49.379,XAUUSD
505240,Yes,Yes,2026.03.17 12:14,40402,LATIM,656,No,-4638,1847,65.681,XAUUSD
505241,Yes,Yes,2026.03.20 18:35,40403,Europe,1680,Yes,-7110,1127,22.847,ETHUSD
505242,Yes,Yes,2026.03.20 18:52,40403,Europe,4704,Yes,-596,2885,1.518,XAUUSD
505243,Yes,Yes,2026.03.23 12:22,40405,LATIM,4240,No,-6317,486,54.23,XAUUSD
505244,Yes,Yes,2026.03.24 15:22,40403,LATIM,2437,Yes,-4636,3126,76.186,ETHUSD
505245,Yes,Yes,2026.03.25 15:24,40405,LATIM,651,No,-2291,1979,13.75,BTCUSD
505246,Yes,Yes,,40403,Europe,1784,Yes,-2583,102,86.779,ETHUSD
505247,Yes,Yes,,40402,Europe,4486,Yes,4994,3443,85.36,BTCUSD
505248,Yes,Yes,2026.03.30 00:00,40401,Europe,785,Yes,-1190,3019,68.959,XAUUSD
505249,Yes,Yes,2026.03.30 00:00,40405,APAC,4383,Yes,-2891,3167,3.773,BTCUSD
505250,Yes,Yes,2026.03.30 00:00,40402,Europe,3643,Yes,17202,637,40.337,ETHUSD
505251,Yes,Yes,2026.03.30 00:00,40402,LATIM,297,Yes,-9765,721,54.3675,BTCUSD
505252,Yes,Yes,2026.03.30 00:00,40402,MENA,1540,No,512,2383,21.0525,XAUUSD
505253,Yes,Yes,2026.03.30 00:00,40401,MENA,3533,No,-4767,3552,34.4325,XAUUSD
505254,Yes,Yes,2026.03.30 00:00,40401,LATIM,4360,No,-23999,1996,18.495,XAUUSD
505255,Yes,Yes,2026.03.30 00:00,40402,APAC,2365,Yes,-4130,731,19.995,ETHUSD
505256,Yes,Yes,2026.03.30 00:00,40405,LATIM,3073,No,-9403,2142,58.2675,BTCUSD
505257,Yes,Yes,2026.03.30 00:00,40405,LATIM,3492,Yes,8887,2203,22.095,XAUUSD
505258,Yes,Yes,2026.03.30 00:00,40402,MENA,890,No,-24438,134,31.5525,XAUUSD
505259,Yes,Yes,2026.03.30 00:00,40404,MENA,431,No,-19994,203,21.015,ETHUSD
505260,Yes,Yes,2026.03.30 00:00,40401,APAC,3248,Yes,-16556,996,23.64,ETHUSD
505261,Yes,Yes,,40404,Europe,2219,No,-8861,3233,28.035,XAUUSD
505262,Yes,Yes,2026.03.30 21:43,40401,Europe,1638,Yes,-25982,1002,40.05,ETHUSD
505263,Yes,Yes,2026.04.02 20:34,40401,LATIM,3493,Yes,-9374,85,53.475,BTCUSD
505264,Yes,Yes,2026.04.07 09:25,40402,LATIM,3403,No,-14429,2531,34.8225,BTCUSD
505265,Yes,Yes,2026.04.07 20:37,40402,Europe,3783,Yes,-8254,2467,4.95,ETHUSD
505266,Yes,Yes,2026.04.07 20:37,40402,APAC,3292,Yes,2517,2188,34.785,BTCUSD
